id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar;len_serie1;len_serie2
54;Misiones;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.942;0.942;779.806;1432;1432
54;Misiones;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.900;0.900;297.032;1432;1432
54;Misiones;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.942;0.942;395.649;1432;1432
54;Misiones;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.918;0.918;-378.609;1432;1432
54;Misiones;P__08_03_PORC;P__07_02_PORC;Nunca asistio PORC;No sabe leer y escribir PORC;0.948;0.948;36.212;1432;1432
54;Misiones;V__INCALSERV_03_PORC;V__INCALCONS_03_PORC;Calidad de Servicios BasicosInsuficiente PORC;Calidad constructiva Insuficiente PORC;0.931;0.931;769.172;1432;1432
54;Misiones;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.913;0.913;550.774;1432;1432
54;Misiones;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.933;0.933;-752.135;1432;1432
54;Misiones;V__INCALCONS_03_PORC;V__INCALSERV_03_PORC;Calidad constructiva Insuficiente PORC;Calidad de Servicios BasicosInsuficiente PORC;0.931;0.931;769.172;1432;1432
54;Misiones;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.909;0.909;629.535;1432;1432
54;Misiones;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.900;0.900;297.032;1432;1432
54;Misiones;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.903;0.903;441.054;1432;1432
54;Misiones;P__07_02_PORC;P__08_03_PORC;No sabe leer y escribir PORC;Nunca asistio PORC;0.948;0.948;36.212;1432;1432
54;Misiones;H__12_04_PORC;H__11_02_PORC;A hoyo, excavación en la tierra, etc. PORC;No tiene cadena y mochila en el baño PORC;0.903;0.903;510.549;1432;1432
54;Misiones;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.909;0.909;629.535;1432;1432
54;Misiones;H__11_02_PORC;H__12_04_PORC;No tiene cadena y mochila en el baño PORC;A hoyo, excavación en la tierra, etc. PORC;0.903;0.903;510.549;1432;1432
54;Misiones;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.930;0.930;131.770;1432;1432
54;Misiones;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.953;0.953;141.660;1432;1432
54;Misiones;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.942;0.942;395.649;1432;1432
54;Misiones;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.903;0.903;441.054;1432;1432
54;Misiones;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.904;0.904;-382.208;1432;1432
54;Misiones;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.918;0.918;-378.609;1432;1432
54;Misiones;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.941;0.941;391.090;1432;1432
54;Misiones;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.904;0.904;-382.208;1432;1432
54;Misiones;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.941;0.941;391.090;1432;1432
54;Misiones;P__12_01_PORC;H__19D_01_PORC;Si tiliza computadora PORC;Con teléfono de línea PORC;0.900;0.900;430.181;1432;1432
54;Misiones;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.980;0.980;620.075;1432;1432
54;Misiones;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.913;0.913;550.774;1432;1432
54;Misiones;V__INCALCONS_01_PORC;H__11_01_PORC;Calidad constructiva Satisfactoria PORC;Si tiene cadena y mochila en el baño PORC;0.900;0.900;640.955;1432;1432
54;Misiones;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.941;0.941;474.037;1432;1432
54;Misiones;H__19D_01_PORC;P__12_01_PORC;Con teléfono de línea PORC;Si tiliza computadora PORC;0.900;0.900;430.181;1432;1432
54;Misiones;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.942;0.942;779.806;1432;1432
54;Misiones;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.953;0.953;141.660;1432;1432
54;Misiones;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.941;0.941;474.037;1432;1432
30;Entre Ríos;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.957;0.957;226.845;2673;2673
30;Entre Ríos;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.989;0.989;1596.403;2673;2673
30;Entre Ríos;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.910;0.910;330.333;2673;2673
30;Entre Ríos;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.914;0.914;373.084;2673;2673
30;Entre Ríos;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.902;0.902;-366.833;2673;2673
30;Entre Ríos;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.936;0.936;-2077.598;2673;2673
30;Entre Ríos;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.957;0.957;226.845;2673;2673
30;Entre Ríos;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.914;0.914;373.084;2673;2673
30;Entre Ríos;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.908;0.908;-359.969;2673;2673
30;Entre Ríos;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.902;0.902;-366.833;2673;2673
30;Entre Ríos;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.923;0.923;364.304;2673;2673
30;Entre Ríos;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.908;0.908;-359.969;2673;2673
30;Entre Ríos;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.923;0.923;364.304;2673;2673
30;Entre Ríos;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.989;0.989;1596.403;2673;2673
30;Entre Ríos;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.936;0.936;-2077.598;2673;2673
30;Entre Ríos;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.978;0.978;442.110;2673;2673
30;Entre Ríos;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.910;0.910;330.333;2673;2673
30;Entre Ríos;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.978;0.978;442.110;2673;2673
50;Mendoza;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.928;0.928;157.608;1867;1867
50;Mendoza;H__06_07_PORC;V__INMAT_04_PORC;Caña, palma, tabla o paja con o sin barro PORC;Calidad 4 PORC;0.960;0.960;107.087;1867;1867
50;Mendoza;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.954;0.954;1478.594;1867;1867
50;Mendoza;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.955;0.955;240.241;1867;1867
50;Mendoza;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.902;0.902;178.521;1867;1867
50;Mendoza;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.945;0.945;266.549;1867;1867
50;Mendoza;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.916;0.916;-257.192;1867;1867
50;Mendoza;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.904;0.904;375.912;1867;1867
50;Mendoza;V__INCALCONS_03_PORC;V__INMAT_04_PORC;Calidad constructiva Insuficiente PORC;Calidad 4 PORC;0.926;0.926;152.881;1867;1867
50;Mendoza;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.902;0.902;178.521;1867;1867
50;Mendoza;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.906;0.906;-233.066;1867;1867
50;Mendoza;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.928;0.928;157.608;1867;1867
50;Mendoza;H__05_01_PORC;H__14_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Gas de red PORC;0.900;0.900;802.036;1867;1867
50;Mendoza;V__INCALCONS_02_PORC;V__INMAT_02_PORC;Calidad constructiva Basico PORC;Calidad 2 PORC;0.923;0.923;183.373;1867;1867
50;Mendoza;V__INMAT_02_PORC;V__INCALCONS_02_PORC;Calidad 2 PORC;Calidad constructiva Basico PORC;0.923;0.923;183.373;1867;1867
50;Mendoza;H__13_01_PORC;H__ALGUNBI_01_PORC;De uso exclusivo del hogar PORC;Sin NBI PORC;0.921;0.921;86.042;1867;1867
50;Mendoza;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.945;0.945;266.549;1867;1867
50;Mendoza;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.906;0.906;-265.028;1867;1867
50;Mendoza;H__14_01_PORC;H__05_01_PORC;Gas de red PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.900;0.900;802.036;1867;1867
50;Mendoza;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.916;0.916;-257.192;1867;1867
50;Mendoza;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.906;0.906;-233.066;1867;1867
50;Mendoza;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.946;0.946;275.686;1867;1867
50;Mendoza;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.906;0.906;-265.028;1867;1867
50;Mendoza;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.946;0.946;275.686;1867;1867
50;Mendoza;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.954;0.954;1478.594;1867;1867
50;Mendoza;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.904;0.904;375.912;1867;1867
50;Mendoza;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.999;0.999;496.647;1867;1867
50;Mendoza;H__ALGUNBI_01_PORC;H__13_01_PORC;Sin NBI PORC;De uso exclusivo del hogar PORC;0.921;0.921;86.042;1867;1867
50;Mendoza;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.955;0.955;240.241;1867;1867
50;Mendoza;V__INMAT_04_PORC;H__06_07_PORC;Calidad 4 PORC;Caña, palma, tabla o paja con o sin barro PORC;0.960;0.960;107.087;1867;1867
50;Mendoza;V__INMAT_04_PORC;V__INCALCONS_03_PORC;Calidad 4 PORC;Calidad constructiva Insuficiente PORC;0.926;0.926;152.881;1867;1867
50;Mendoza;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.999;0.999;496.647;1867;1867
34;Formosa;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.990;0.990;1024.292;773;773
34;Formosa;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.948;0.948;1064.742;773;773
34;Formosa;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.922;0.922;262.934;773;773
34;Formosa;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.939;0.939;360.213;773;773
34;Formosa;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.912;0.912;-342.805;773;773
34;Formosa;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.970;0.970;508.593;773;773
34;Formosa;V__INCALSERV_03_PORC;V__INCALCONS_03_PORC;Calidad de Servicios BasicosInsuficiente PORC;Calidad constructiva Insuficiente PORC;0.917;0.917;837.813;773;773
34;Formosa;V__INCALCONS_03_PORC;V__INCALSERV_03_PORC;Calidad constructiva Insuficiente PORC;Calidad de Servicios BasicosInsuficiente PORC;0.917;0.917;837.813;773;773
34;Formosa;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.921;0.921;-923.120;773;773
34;Formosa;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.922;0.922;262.934;773;773
34;Formosa;H__05_01_PORC;H__19B_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con computadora PORC;0.902;0.902;536.001;773;773
34;Formosa;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.941;0.941;712.252;773;773
34;Formosa;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.949;0.949;712.018;773;773
34;Formosa;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.939;0.939;209.320;773;773
34;Formosa;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.939;0.939;360.213;773;773
34;Formosa;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.905;0.905;-349.711;773;773
34;Formosa;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.912;0.912;-342.805;773;773
34;Formosa;H__19B_01_PORC;H__05_01_PORC;Con computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.902;0.902;536.001;773;773
34;Formosa;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.941;0.941;356.562;773;773
34;Formosa;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.905;0.905;-349.711;773;773
34;Formosa;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.941;0.941;356.562;773;773
34;Formosa;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.990;0.990;1024.292;773;773
34;Formosa;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.941;0.941;712.252;773;773
34;Formosa;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.989;0.989;602.922;773;773
34;Formosa;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.948;0.948;1064.742;773;773
34;Formosa;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.921;0.921;-923.120;773;773
34;Formosa;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.970;0.970;508.593;773;773
34;Formosa;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.939;0.939;209.320;773;773
34;Formosa;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.949;0.949;712.018;773;773
34;Formosa;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.989;0.989;602.922;773;773
18;Corrientes;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.918;0.918;231.937;1632;1632
18;Corrientes;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.990;0.990;1338.671;1632;1632
18;Corrientes;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.943;0.943;922.591;1632;1632
18;Corrientes;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.903;0.903;441.661;1632;1632
18;Corrientes;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.939;0.939;-2103.625;1632;1632
18;Corrientes;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.951;0.951;404.225;1632;1632
18;Corrientes;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.907;0.907;466.202;1632;1632
18;Corrientes;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.918;0.918;231.937;1632;1632
18;Corrientes;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.932;0.932;768.622;1632;1632
18;Corrientes;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.941;0.941;765.468;1632;1632
18;Corrientes;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.927;0.927;203.885;1632;1632
18;Corrientes;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.903;0.903;441.661;1632;1632
18;Corrientes;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.907;0.907;466.202;1632;1632
18;Corrientes;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.906;0.906;407.886;1632;1632
18;Corrientes;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.906;0.906;407.886;1632;1632
18;Corrientes;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.990;0.990;1338.671;1632;1632
18;Corrientes;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.939;0.939;-2103.625;1632;1632
18;Corrientes;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.932;0.932;768.622;1632;1632
18;Corrientes;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.991;0.991;668.431;1632;1632
18;Corrientes;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.943;0.943;922.591;1632;1632
18;Corrientes;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.951;0.951;404.225;1632;1632
18;Corrientes;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.927;0.927;203.885;1632;1632
18;Corrientes;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.941;0.941;765.468;1632;1632
18;Corrientes;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.991;0.991;668.431;1632;1632
